Staff_group,Reason,SA_rate_pct,Reason_code,Reason_name,Month
Professionally qualified clinical staff,S26 Genitourinary & gynaecological disorders,25078.91054,S26,Genitourinary & gynaecological disorders,2019-04
Professionally qualified clinical staff,S30 Pregnancy related disorders,22805.92209,S30,Pregnancy related disorders,2019-04
NHS infrastructure support,S12 Other musculoskeletal problems,22386.59728,S12,Other musculoskeletal problems,2019-04
Nurses & health visitors,S28 Injury fracture,22275.81006,S28,Injury fracture,2019-04
Support to clinical staff,S26 Genitourinary & gynaecological disorders,22140.25249,S26,Genitourinary & gynaecological disorders,2019-04
Support to ST&T staff,S10 Anxiety/stress/depression/other psychiatric illnesses,21892.63237,S10,Anxiety/stress/depression/other psychiatric illnesses,2019-04
Nurses & health visitors,S11 Back Problems,20772.86197,S11,Back Problems,2019-04
Professionally qualified clinical staff,S17 Benign and malignant tumours cancers,20286.90518,S17,Benign and malignant tumours cancers,2019-04
Support to clinical staff,S15 Chest & respiratory problems,19137.17137,S15,Chest & respiratory problems,2019-04
NHS infrastructure support,S98 Other known causes - not elsewhere classified,18878.84565,S98,Other known causes - not elsewhere classified,2019-04
Professionally qualified clinical staff,S15 Chest & respiratory problems,18329.36865,S15,Chest & respiratory problems,2019-04
NHS infrastructure support,S25 Gastrointestinal problems,17929.2819299999,S25,Gastrointestinal problems,2019-04
"Support to doctors, nurses & midwives",S26 Genitourinary & gynaecological disorders,17836.71757,S26,Genitourinary & gynaecological disorders,2019-04
"Hotel, property & estates",S10 Anxiety/stress/depression/other psychiatric illnesses,17440.99088,S10,Anxiety/stress/depression/other psychiatric illnesses,2019-04
"Support to doctors, nurses & midwives",S99 Unknown causes / Not specified,17005.17154,S99,Unknown causes / Not specified,2019-04
Nurses & health visitors,S26 Genitourinary & gynaecological disorders,16974.94214,S26,Genitourinary & gynaecological disorders,2019-04
Support to clinical staff,S17 Benign and malignant tumours cancers,16873.53078,S17,Benign and malignant tumours cancers,2019-04
Nurses & health visitors,S99 Unknown causes / Not specified,16445.64498,S99,Unknown causes / Not specified,2019-04
Nurses & health visitors,S30 Pregnancy related disorders,15793.36549,S30,Pregnancy related disorders,2019-04
Professionally qualified clinical staff,S21 Ear nose throat (ENT),15197.23162,S21,Ear nose throat (ENT),2019-04
"Support to doctors, nurses & midwives",S15 Chest & respiratory problems,14724.7443,S15,Chest & respiratory problems,2019-04
All staff groups,S23 Eye problems,14351.90024,S23,Eye problems,2019-04
Support to clinical staff,S30 Pregnancy related disorders,14036.44885,S30,Pregnancy related disorders,2019-04
NHS infrastructure support,S13 Cold Cough Flu - Influenza,13591.87262,S13,Cold Cough Flu - Influenza,2019-04
Professionally qualified clinical staff,S19 Heart cardiac & circulatory problems,13550.65937,S19,Heart cardiac & circulatory problems,2019-04
NHS infrastructure support,S28 Injury fracture,13520.90364,S28,Injury fracture,2019-04
All staff groups,S29 Nervous system disorders,13508.30145,S29,Nervous system disorders,2019-04
"Hotel, property & estates",S12 Other musculoskeletal problems,13446.27991,S12,Other musculoskeletal problems,2019-04
Professionally qualified clinical staff,S16 Headache / migraine,13252.70554,S16,Headache / migraine,2019-04
Support to clinical staff,S21 Ear nose throat (ENT),13129.836,S21,Ear nose throat (ENT),2019-04
"Support to doctors, nurses & midwives",S17 Benign and malignant tumours cancers,13040.65079,S17,Benign and malignant tumours cancers,2019-04
NHS infrastructure support,S99 Unknown causes / Not specified,12557.66905,S99,Unknown causes / Not specified,2019-04
"Scientific, therapeutic & technical staff",S25 Gastrointestinal problems,12489.32514,S25,Gastrointestinal problems,2019-04
Nurses & health visitors,S17 Benign and malignant tumours cancers,12231.73169,S17,Benign and malignant tumours cancers,2019-04
NHS infrastructure support,S11 Back Problems,12148.8934,S11,Back Problems,2019-04
Support to clinical staff,S16 Headache / migraine,11938.73749,S16,Headache / migraine,2019-04
Support to clinical staff,S19 Heart cardiac & circulatory problems,11926.65233,S19,Heart cardiac & circulatory problems,2019-04
Nurses & health visitors,S15 Chest & respiratory problems,11917.9771,S15,Chest & respiratory problems,2019-04
"Scientific, therapeutic & technical staff",S13 Cold Cough Flu - Influenza,11508.16704,S13,Cold Cough Flu - Influenza,2019-04
"Support to doctors, nurses & midwives",S30 Pregnancy related disorders,11298.50649,S30,Pregnancy related disorders,2019-04
"Scientific, therapeutic & technical staff",S12 Other musculoskeletal problems,10742.78145,S12,Other musculoskeletal problems,2019-04
All staff groups,S31 Skin disorders,10132.94978,S31,Skin disorders,2019-04
HCHS doctors,S10 Anxiety/stress/depression/other psychiatric illnesses,10095.13511,S10,Anxiety/stress/depression/other psychiatric illnesses,2019-04
"Scientific, therapeutic & technical staff",S98 Other known causes - not elsewhere classified,9916.30971000001,S98,Other known causes - not elsewhere classified,2019-04
"Support to doctors, nurses & midwives",S21 Ear nose throat (ENT),9909.96275000004,S21,Ear nose throat (ENT),2019-04
Nurses & health visitors,S21 Ear nose throat (ENT),9661.88164000003,S21,Ear nose throat (ENT),2019-04
"Support to doctors, nurses & midwives",S19 Heart cardiac & circulatory problems,9608.42163,S19,Heart cardiac & circulatory problems,2019-04
"Support to doctors, nurses & midwives",S16 Headache / migraine,9219.88102000003,S16,Headache / migraine,2019-04
Support to ambulance staff,S10 Anxiety/stress/depression/other psychiatric illnesses,9203.36963,S10,Anxiety/stress/depression/other psychiatric illnesses,2019-04
Nurses & health visitors,S19 Heart cardiac & circulatory problems,9071.39758000001,S19,Heart cardiac & circulatory problems,2019-04
Support to ST&T staff,S12 Other musculoskeletal problems,8864.68289,S12,Other musculoskeletal problems,2019-04
NHS infrastructure support,S15 Chest & respiratory problems,8839.31315,S15,Chest & respiratory problems,2019-04
NHS infrastructure support,S17 Benign and malignant tumours cancers,8671.47795,S17,Benign and malignant tumours cancers,2019-04
Central functions,S25 Gastrointestinal problems,8642.68582000002,S25,Gastrointestinal problems,2019-04
Central functions,S98 Other known causes - not elsewhere classified,8639.14746,S98,Other known causes - not elsewhere classified,2019-04
Nurses & health visitors,S16 Headache / migraine,8371.41132000006,S16,Headache / migraine,2019-04
Midwives,S10 Anxiety/stress/depression/other psychiatric illnesses,8271.25542000001,S10,Anxiety/stress/depression/other psychiatric illnesses,2019-04
"Hotel, property & estates",S98 Other known causes - not elsewhere classified,7862.70496,S98,Other known causes - not elsewhere classified,2019-04
All staff groups,S24 Endocrine / glandular problems,7835.69851,S24,Endocrine / glandular problems,2019-04
"Hotel, property & estates",S28 Injury fracture,7796.19060000001,S28,Injury fracture,2019-04
All staff groups,S27 Infectious diseases,7735.13292000001,S27,Infectious diseases,2019-04
Central functions,S12 Other musculoskeletal problems,7670.73022,S12,Other musculoskeletal problems,2019-04
"Hotel, property & estates",S25 Gastrointestinal problems,7539.36179000001,S25,Gastrointestinal problems,2019-04
Support to ST&T staff,S25 Gastrointestinal problems,7427.24333000001,S25,Gastrointestinal problems,2019-04
Central functions,S13 Cold Cough Flu - Influenza,7414.67378000002,S13,Cold Cough Flu - Influenza,2019-04
"Scientific, therapeutic & technical staff",S28 Injury fracture,7288.77541,S28,Injury fracture,2019-04
All staff groups,S22 Dental and oral problems,7172.88987000003,S22,Dental and oral problems,2019-04
Professionally qualified clinical staff,S23 Eye problems,6597.69767,S23,Eye problems,2019-04
"Hotel, property & estates",S11 Back Problems,6553.39178000001,S11,Back Problems,2019-04
All staff groups,S18 Blood disorders,6425.63008,S18,Blood disorders,2019-04
"Hotel, property & estates",S99 Unknown causes / Not specified,6380.17529,S99,Unknown causes / Not specified,2019-04
Support to ST&T staff,S98 Other known causes - not elsewhere classified,6376.16378,S98,Other known causes - not elsewhere classified,2019-04
Support to ambulance staff,S99 Unknown causes / Not specified,6320.39363,S99,Unknown causes / Not specified,2019-04
NHS infrastructure support,S26 Genitourinary & gynaecological disorders,6291.89339,S26,Genitourinary & gynaecological disorders,2019-04
Managers,S10 Anxiety/stress/depression/other psychiatric illnesses,6134.62517,S10,Anxiety/stress/depression/other psychiatric illnesses,2019-04
Support to ST&T staff,S13 Cold Cough Flu - Influenza,6095.20874000001,S13,Cold Cough Flu - Influenza,2019-04
Ambulance staff,S10 Anxiety/stress/depression/other psychiatric illnesses,6044.28461,S10,Anxiety/stress/depression/other psychiatric illnesses,2019-04
Professionally qualified clinical staff,S29 Nervous system disorders,5910.6619,S29,Nervous system disorders,2019-04
NHS infrastructure support,S19 Heart cardiac & circulatory problems,5875.24881,S19,Heart cardiac & circulatory problems,2019-04
HCHS doctors,S98 Other known causes - not elsewhere classified,5644.02786,S98,Other known causes - not elsewhere classified,2019-04
Support to clinical staff,S29 Nervous system disorders,5508.91214,S29,Nervous system disorders,2019-04
Support to clinical staff,S23 Eye problems,5446.86100000001,S23,Eye problems,2019-04
"Scientific, therapeutic & technical staff",S99 Unknown causes / Not specified,5418.31612,S99,Unknown causes / Not specified,2019-04
HCHS doctors,S99 Unknown causes / Not specified,5374.75972,S99,Unknown causes / Not specified,2019-04
"Scientific, therapeutic & technical staff",S11 Back Problems,5294.48247,S11,Back Problems,2019-04
NHS infrastructure support,S21 Ear nose throat (ENT),5172.54581000001,S21,Ear nose throat (ENT),2019-04
Support to ST&T staff,S28 Injury fracture,4873.46775,S28,Injury fracture,2019-04
Support to ST&T staff,S11 Back Problems,4848.72129,S11,Back Problems,2019-04
"Scientific, therapeutic & technical staff",S26 Genitourinary & gynaecological disorders,4834.95490000001,S26,Genitourinary & gynaecological disorders,2019-04
Central functions,S11 Back Problems,4797.55504,S11,Back Problems,2019-04
Central functions,S28 Injury fracture,4689.17974,S28,Injury fracture,2019-04
Support to ambulance staff,S12 Other musculoskeletal problems,4667.32719,S12,Other musculoskeletal problems,2019-04
"Hotel, property & estates",S13 Cold Cough Flu - Influenza,4637.43093,S13,Cold Cough Flu - Influenza,2019-04
"Scientific, therapeutic & technical staff",S17 Benign and malignant tumours cancers,4435.98744,S17,Benign and malignant tumours cancers,2019-04
Central functions,S99 Unknown causes / Not specified,4422.6053,S99,Unknown causes / Not specified,2019-04
Ambulance staff,S99 Unknown causes / Not specified,4354.61667,S99,Unknown causes / Not specified,2019-04
"Support to doctors, nurses & midwives",S29 Nervous system disorders,4348.2687,S29,Nervous system disorders,2019-04
"Scientific, therapeutic & technical staff",S30 Pregnancy related disorders,4316.15847,S30,Pregnancy related disorders,2019-04
Support to clinical staff,S31 Skin disorders,4299.12867,S31,Skin disorders,2019-04
Nurses & health visitors,S23 Eye problems,4290.27611,S23,Eye problems,2019-04
"Support to doctors, nurses & midwives",S23 Eye problems,4282.30339,S23,Eye problems,2019-04
Professionally qualified clinical staff,S31 Skin disorders,4186.88047,S31,Skin disorders,2019-04
All staff groups,S14 Asthma,4042.01531,S14,Asthma,2019-04
"Scientific, therapeutic & technical staff",S15 Chest & respiratory problems,4028.73707,S15,Chest & respiratory problems,2019-04
Nurses & health visitors,S29 Nervous system disorders,4000.38646,S29,Nervous system disorders,2019-04
Central functions,S15 Chest & respiratory problems,3931.35097,S15,Chest & respiratory problems,2019-04
Consultant,S10 Anxiety/stress/depression/other psychiatric illnesses,3922.24445,S10,Anxiety/stress/depression/other psychiatric illnesses,2019-04
"Hotel, property & estates",S15 Chest & respiratory problems,3893.47987,S15,Chest & respiratory problems,2019-04
"Scientific, therapeutic & technical staff",S21 Ear nose throat (ENT),3874.21704,S21,Ear nose throat (ENT),2019-04
NHS infrastructure support,S16 Headache / migraine,3844.51973,S16,Headache / migraine,2019-04
Central functions,S17 Benign and malignant tumours cancers,3839.49135,S17,Benign and malignant tumours cancers,2019-04
Professionally qualified clinical staff,S24 Endocrine / glandular problems,3831.95028,S24,Endocrine / glandular problems,2019-04
HCHS doctors,S25 Gastrointestinal problems,3828.34227,S25,Gastrointestinal problems,2019-04
HCHS doctors,S28 Injury fracture,3804.73447,S28,Injury fracture,2019-04
"Support to doctors, nurses & midwives",S31 Skin disorders,3548.85681,S31,Skin disorders,2019-04
Support to ST&T staff,S99 Unknown causes / Not specified,3539.56578,S99,Unknown causes / Not specified,2019-04
Support to ST&T staff,S15 Chest & respiratory problems,3340.86416,S15,Chest & respiratory problems,2019-04
Support to ST&T staff,S26 Genitourinary & gynaecological disorders,3313.66845,S26,Genitourinary & gynaecological disorders,2019-04
HCHS doctors,S13 Cold Cough Flu - Influenza,3304.60828,S13,Cold Cough Flu - Influenza,2019-04
Central functions,S26 Genitourinary & gynaecological disorders,3296.62677,S26,Genitourinary & gynaecological disorders,2019-04
Support to clinical staff,S27 Infectious diseases,3263.44738,S27,Infectious diseases,2019-04
Professionally qualified clinical staff,S27 Infectious diseases,3219.77952,S27,Infectious diseases,2019-04
Support to ambulance staff,S25 Gastrointestinal problems,3206.17618,S25,Gastrointestinal problems,2019-04
Support to ambulance staff,S28 Injury fracture,3176.67348,S28,Injury fracture,2019-04
Support to ST&T staff,S17 Benign and malignant tumours cancers,3113.31229,S17,Benign and malignant tumours cancers,2019-04
"Hotel, property & estates",S17 Benign and malignant tumours cancers,3058.77304,S17,Benign and malignant tumours cancers,2019-04
Support to ambulance staff,S11 Back Problems,3047.8892,S11,Back Problems,2019-04
Support to clinical staff,S24 Endocrine / glandular problems,3021.67497,S24,Endocrine / glandular problems,2019-04
Support to clinical staff,S22 Dental and oral problems,3017.73869,S22,Dental and oral problems,2019-04
NHS infrastructure support,S30 Pregnancy related disorders,2974.57309,S30,Pregnancy related disorders,2019-04
"Scientific, therapeutic & technical staff",S16 Headache / migraine,2950.2273,S16,Headache / migraine,2019-04
"Hotel, property & estates",S19 Heart cardiac & circulatory problems,2924.8085,S19,Heart cardiac & circulatory problems,2019-04
Professionally qualified clinical staff,S22 Dental and oral problems,2922.35644,S22,Dental and oral problems,2019-04
Nurses & health visitors,S31 Skin disorders,2899.43967,S31,Skin disorders,2019-04
Central functions,S21 Ear nose throat (ENT),2831.47211,S21,Ear nose throat (ENT),2019-04
Specialty Registrar,S10 Anxiety/stress/depression/other psychiatric illnesses,2795.198,S10,Anxiety/stress/depression/other psychiatric illnesses,2019-04
Midwives,S12 Other musculoskeletal problems,2731.8005,S12,Other musculoskeletal problems,2019-04
Consultant,S98 Other known causes - not elsewhere classified,2678.8961,S98,Other known causes - not elsewhere classified,2019-04
Professionally qualified clinical staff,S18 Blood disorders,2672.71985,S18,Blood disorders,2019-04
Midwives,S98 Other known causes - not elsewhere classified,2665.08378,S98,Other known causes - not elsewhere classified,2019-04
Support to clinical staff,S18 Blood disorders,2568.20367,S18,Blood disorders,2019-04
Midwives,S25 Gastrointestinal problems,2563.1571,S25,Gastrointestinal problems,2019-04
"Support to doctors, nurses & midwives",S24 Endocrine / glandular problems,2559.76174,S24,Endocrine / glandular problems,2019-04
Ambulance staff,S28 Injury fracture,2534.94816,S28,Injury fracture,2019-04
Nurses & health visitors,S24 Endocrine / glandular problems,2534.07489,S24,Endocrine / glandular problems,2019-04
"Support to doctors, nurses & midwives",S22 Dental and oral problems,2513.78219,S22,Dental and oral problems,2019-04
"Support to doctors, nurses & midwives",S27 Infectious diseases,2470.41397,S27,Infectious diseases,2019-04
"Scientific, therapeutic & technical staff",S19 Heart cardiac & circulatory problems,2406.68527,S19,Heart cardiac & circulatory problems,2019-04
HCHS doctors,S12 Other musculoskeletal problems,2324.02587,S12,Other musculoskeletal problems,2019-04
Central functions,S19 Heart cardiac & circulatory problems,2307.64031,S19,Heart cardiac & circulatory problems,2019-04
Support to ST&T staff,S21 Ear nose throat (ENT),2305.49407,S21,Ear nose throat (ENT),2019-04
NHS infrastructure support,S23 Eye problems,2230.94157,S23,Eye problems,2019-04
Central functions,S16 Headache / migraine,2158.61756,S16,Headache / migraine,2019-04
"Hotel, property & estates",S26 Genitourinary & gynaecological disorders,2153.92661,S26,Genitourinary & gynaecological disorders,2019-04
Ambulance staff,S12 Other musculoskeletal problems,2152.8921,S12,Other musculoskeletal problems,2019-04
Central functions,S30 Pregnancy related disorders,2070.23306,S30,Pregnancy related disorders,2019-04
Midwives,S28 Injury fracture,2068.35316,S28,Injury fracture,2019-04
Nurses & health visitors,S27 Infectious diseases,2062.16035,S27,Infectious diseases,2019-04
Consultant,S99 Unknown causes / Not specified,2021.61785,S99,Unknown causes / Not specified,2019-04
Senior managers,S10 Anxiety/stress/depression/other psychiatric illnesses,2017.57324,S10,Anxiety/stress/depression/other psychiatric illnesses,2019-04
"Support to doctors, nurses & midwives",S18 Blood disorders,2012.85724,S18,Blood disorders,2019-04
Nurses & health visitors,S22 Dental and oral problems,1967.82047,S22,Dental and oral problems,2019-04
HCHS doctors,S17 Benign and malignant tumours cancers,1963.3062,S17,Benign and malignant tumours cancers,2019-04
Nurses & health visitors,S18 Blood disorders,1961.81317,S18,Blood disorders,2019-04
Support to ST&T staff,S30 Pregnancy related disorders,1950.12789,S30,Pregnancy related disorders,2019-04
Ambulance staff,S25 Gastrointestinal problems,1944.22346,S25,Gastrointestinal problems,2019-04
Support to ST&T staff,S16 Headache / migraine,1929.28913,S16,Headache / migraine,2019-04
NHS infrastructure support,S29 Nervous system disorders,1914.72741,S29,Nervous system disorders,2019-04
Support to clinical staff,S14 Asthma,1899.05193,S14,Asthma,2019-04
Midwives,S26 Genitourinary & gynaecological disorders,1885.65767,S26,Genitourinary & gynaecological disorders,2019-04
Support to ambulance staff,S98 Other known causes - not elsewhere classified,1833.10409,S98,Other known causes - not elsewhere classified,2019-04
"Hotel, property & estates",S21 Ear nose throat (ENT),1832.93159,S21,Ear nose throat (ENT),2019-04
Consultant,S28 Injury fracture,1823.7618,S28,Injury fracture,2019-04
Midwives,S13 Cold Cough Flu - Influenza,1804.87685,S13,Cold Cough Flu - Influenza,2019-04
Ambulance staff,S11 Back Problems,1799.87856,S11,Back Problems,2019-04
Managers,S98 Other known causes - not elsewhere classified,1779.63322,S98,Other known causes - not elsewhere classified,2019-04
Midwives,S11 Back Problems,1717.09588,S11,Back Problems,2019-04
NHS infrastructure support,S31 Skin disorders,1589.97318,S31,Skin disorders,2019-04
Professionally qualified clinical staff,S14 Asthma,1565.92354,S14,Asthma,2019-04
"Support to doctors, nurses & midwives",S14 Asthma,1528.23203,S14,Asthma,2019-04
Other staff or those with unknown classification,S10 Anxiety/stress/depression/other psychiatric illnesses,1517.79163,S10,Anxiety/stress/depression/other psychiatric illnesses,2019-04
Support to ST&T staff,S19 Heart cardiac & circulatory problems,1417.4939,S19,Heart cardiac & circulatory problems,2019-04
Specialty Registrar,S99 Unknown causes / Not specified,1368.8125,S99,Unknown causes / Not specified,2019-04
Managers,S25 Gastrointestinal problems,1318.1463,S25,Gastrointestinal problems,2019-04
Managers,S99 Unknown causes / Not specified,1304.40857,S99,Unknown causes / Not specified,2019-04
Support to ambulance staff,S13 Cold Cough Flu - Influenza,1288.73993,S13,Cold Cough Flu - Influenza,2019-04
HCHS doctors,S30 Pregnancy related disorders,1267.44125,S30,Pregnancy related disorders,2019-04
"Scientific, therapeutic & technical staff",S23 Eye problems,1256.44104,S23,Eye problems,2019-04
"Scientific, therapeutic & technical staff",S29 Nervous system disorders,1247.78874,S29,Nervous system disorders,2019-04
Midwives,S99 Unknown causes / Not specified,1245.98303,S99,Unknown causes / Not specified,2019-04
Central functions,S23 Eye problems,1244.7134,S23,Eye problems,2019-04
Managers,S13 Cold Cough Flu - Influenza,1237.41124,S13,Cold Cough Flu - Influenza,2019-04
"Hotel, property & estates",S16 Headache / migraine,1234.84026,S16,Headache / migraine,2019-04
NHS infrastructure support,S27 Infectious diseases,1226.98295,S27,Infectious diseases,2019-04
Nurses & health visitors,S14 Asthma,1225.2385,S14,Asthma,2019-04
HCHS doctors,S11 Back Problems,1205.88007,S11,Back Problems,2019-04
NHS infrastructure support,S22 Dental and oral problems,1202.78143,S22,Dental and oral problems,2019-04
Specialty Registrar,S98 Other known causes - not elsewhere classified,1199.5925,S98,Other known causes - not elsewhere classified,2019-04
Midwives,S30 Pregnancy related disorders,1181.87982,S30,Pregnancy related disorders,2019-04
Managers,S17 Benign and malignant tumours cancers,1148.51336,S17,Benign and malignant tumours cancers,2019-04
Midwives,S17 Benign and malignant tumours cancers,1137.90656,S17,Benign and malignant tumours cancers,2019-04
HCHS doctors,S19 Heart cardiac & circulatory problems,1123.05,S19,Heart cardiac & circulatory problems,2019-04
NHS infrastructure support,S18 Blood disorders,1122.70656,S18,Blood disorders,2019-04
Consultant,S12 Other musculoskeletal problems,1116.51516,S12,Other musculoskeletal problems,2019-04
Specialty Registrar,S25 Gastrointestinal problems,1107.73545,S25,Gastrointestinal problems,2019-04
Consultant,S13 Cold Cough Flu - Influenza,1074.67164,S13,Cold Cough Flu - Influenza,2019-04
Support to ambulance staff,S15 Chest & respiratory problems,1071.56291,S15,Chest & respiratory problems,2019-04
Managers,S12 Other musculoskeletal problems,1023.20042,S12,Other musculoskeletal problems,2019-04
Consultant,S17 Benign and malignant tumours cancers,1006.43,S17,Benign and malignant tumours cancers,2019-04
Support to ambulance staff,S26 Genitourinary & gynaecological disorders,989.86647,S26,Genitourinary & gynaecological disorders,2019-04
HCHS doctors,S16 Headache / migraine,964.90005,S16,Headache / migraine,2019-04
Specialty Doctor,S10 Anxiety/stress/depression/other psychiatric illnesses,959.25,S10,Anxiety/stress/depression/other psychiatric illnesses,2019-04
HCHS doctors,S15 Chest & respiratory problems,958.84323,S15,Chest & respiratory problems,2019-04
NHS infrastructure support,S24 Endocrine / glandular problems,948.67326,S24,Endocrine / glandular problems,2019-04
Consultant,S25 Gastrointestinal problems,943.11918,S25,Gastrointestinal problems,2019-04
All staff groups,S20 Burns poisoning frostbite hypothermia,933.04341,S20,Burns poisoning frostbite hypothermia,2019-04
Central functions,S29 Nervous system disorders,918.12313,S29,Nervous system disorders,2019-04
Support to ambulance staff,S21 Ear nose throat (ENT),914.37918,S21,Ear nose throat (ENT),2019-04
Support to ambulance staff,S19 Heart cardiac & circulatory problems,900.7368,S19,Heart cardiac & circulatory problems,2019-04
Specialty Registrar,S30 Pregnancy related disorders,883.31625,S30,Pregnancy related disorders,2019-04
Specialty Registrar,S28 Injury fracture,877.4875,S28,Injury fracture,2019-04
Ambulance staff,S98 Other known causes - not elsewhere classified,871.54682,S98,Other known causes - not elsewhere classified,2019-04
HCHS doctors,S26 Genitourinary & gynaecological disorders,851.96382,S26,Genitourinary & gynaecological disorders,2019-04
"Scientific, therapeutic & technical staff",S24 Endocrine / glandular problems,847.90688,S24,Endocrine / glandular problems,2019-04
"Scientific, therapeutic & technical staff",S31 Skin disorders,847.88859,S31,Skin disorders,2019-04
Midwives,S15 Chest & respiratory problems,839.34652,S15,Chest & respiratory problems,2019-04
Other staff or those with unknown classification,S25 Gastrointestinal problems,822.3958,S25,Gastrointestinal problems,2019-04
"Hotel, property & estates",S23 Eye problems,813.74817,S23,Eye problems,2019-04
Managers,S28 Injury fracture,809.5333,S28,Injury fracture,2019-04
Specialty Registrar,S13 Cold Cough Flu - Influenza,796.1576,S13,Cold Cough Flu - Influenza,2019-04
Support to ambulance staff,S16 Headache / migraine,789.56734,S16,Headache / migraine,2019-04
Support to ambulance staff,S30 Pregnancy related disorders,787.81447,S30,Pregnancy related disorders,2019-04
HCHS doctors,S21 Ear nose throat (ENT),786.15334,S21,Ear nose throat (ENT),2019-04
Support to ST&T staff,S29 Nervous system disorders,781.77681,S29,Nervous system disorders,2019-04
Ambulance staff,S13 Cold Cough Flu - Influenza,766.88662,S13,Cold Cough Flu - Influenza,2019-04
Support to ST&T staff,S23 Eye problems,765.80691,S23,Eye problems,2019-04
Central functions,S31 Skin disorders,764.93365,S31,Skin disorders,2019-04
Core Training,S10 Anxiety/stress/depression/other psychiatric illnesses,751.53125,S10,Anxiety/stress/depression/other psychiatric illnesses,2019-04
"Hotel, property & estates",S31 Skin disorders,747.05287,S31,Skin disorders,2019-04
"Hotel, property & estates",S30 Pregnancy related disorders,721.67336,S30,Pregnancy related disorders,2019-04
Support to ambulance staff,S17 Benign and malignant tumours cancers,719.5677,S17,Benign and malignant tumours cancers,2019-04
Managers,S26 Genitourinary & gynaecological disorders,704.64001,S26,Genitourinary & gynaecological disorders,2019-04
Managers,S15 Chest & respiratory problems,701.10667,S15,Chest & respiratory problems,2019-04
"Hotel, property & estates",S29 Nervous system disorders,665.95752,S29,Nervous system disorders,2019-04
Specialty Doctor,S99 Unknown causes / Not specified,656.463,S99,Unknown causes / Not specified,2019-04
"Scientific, therapeutic & technical staff",S27 Infectious diseases,654.20671,S27,Infectious diseases,2019-04
Specialty Doctor,S98 Other known causes - not elsewhere classified,647.325,S98,Other known causes - not elsewhere classified,2019-04
Consultant,S19 Heart cardiac & circulatory problems,639.625,S19,Heart cardiac & circulatory problems,2019-04
"Hotel, property & estates",S27 Infectious diseases,630.35379,S27,Infectious diseases,2019-04
Core Training,S99 Unknown causes / Not specified,629.875,S99,Unknown causes / Not specified,2019-04
Central functions,S22 Dental and oral problems,628.75483,S22,Dental and oral problems,2019-04
Managers,S11 Back Problems,626.94658,S11,Back Problems,2019-04
"Hotel, property & estates",S18 Blood disorders,626.31991,S18,Blood disorders,2019-04
Senior managers,S17 Benign and malignant tumours cancers,624.7002,S17,Benign and malignant tumours cancers,2019-04
Core Training,S25 Gastrointestinal problems,613.69125,S25,Gastrointestinal problems,2019-04
Senior managers,S98 Other known causes - not elsewhere classified,597.36001,S98,Other known causes - not elsewhere classified,2019-04
Support to ST&T staff,S27 Infectious diseases,595.44679,S27,Infectious diseases,2019-04
Ambulance staff,S15 Chest & respiratory problems,584.46473,S15,Chest & respiratory problems,2019-04
"Scientific, therapeutic & technical staff",S22 Dental and oral problems,581.68957,S22,Dental and oral problems,2019-04
NHS infrastructure support,S14 Asthma,567.03984,S14,Asthma,2019-04
Midwives,S16 Headache / migraine,564.41356,S16,Headache / migraine,2019-04
Consultant,S11 Back Problems,533.625,S11,Back Problems,2019-04
Ambulance staff,S26 Genitourinary & gynaecological disorders,531.39201,S26,Genitourinary & gynaecological disorders,2019-04
HCHS doctors,S23 Eye problems,528.76566,S23,Eye problems,2019-04
"Hotel, property & estates",S22 Dental and oral problems,522.4266,S22,Dental and oral problems,2019-04
Ambulance staff,S17 Benign and malignant tumours cancers,517.97329,S17,Benign and malignant tumours cancers,2019-04
Ambulance staff,S19 Heart cardiac & circulatory problems,513.98004,S19,Heart cardiac & circulatory problems,2019-04
Support to ST&T staff,S31 Skin disorders,512.02764,S31,Skin disorders,2019-04
All staff groups,S32 Substance abuse,510.02817,S32,Substance abuse,2019-04
Core Training,S13 Cold Cough Flu - Influenza,487.4625,S13,Cold Cough Flu - Influenza,2019-04
"Scientific, therapeutic & technical staff",S18 Blood disorders,481.74676,S18,Blood disorders,2019-04
Central functions,S24 Endocrine / glandular problems,474.52008,S24,Endocrine / glandular problems,2019-04
Support to ST&T staff,S18 Blood disorders,473.34643,S18,Blood disorders,2019-04
Ambulance staff,S21 Ear nose throat (ENT),463.31625,S21,Ear nose throat (ENT),2019-04
Core Training,S98 Other known causes - not elsewhere classified,462.3825,S98,Other known causes - not elsewhere classified,2019-04
Senior managers,S99 Unknown causes / Not specified,450.47989,S99,Unknown causes / Not specified,2019-04
Foundation Doctor Year 2,S10 Anxiety/stress/depression/other psychiatric illnesses,448.0865,S10,Anxiety/stress/depression/other psychiatric illnesses,2019-04
Managers,S19 Heart cardiac & circulatory problems,448,S19,Heart cardiac & circulatory problems,2019-04
Central functions,S27 Infectious diseases,441.20244,S27,Infectious diseases,2019-04
Midwives,S19 Heart cardiac & circulatory problems,435.54648,S19,Heart cardiac & circulatory problems,2019-04
Other and Local HCHS Doctor Grades,S10 Anxiety/stress/depression/other psychiatric illnesses,431.53878,S10,Anxiety/stress/depression/other psychiatric illnesses,2019-04
Managers,S21 Ear nose throat (ENT),431.34211,S21,Ear nose throat (ENT),2019-04
Senior managers,S25 Gastrointestinal problems,429.08802,S25,Gastrointestinal problems,2019-04
